dataset,method,seed,retention,selection_rule,original_dim,selected_dim,reduction_pct,original_accuracy,selected_accuracy,accuracy_delta_pct_points,original_f1,selected_f1,f1_delta_pct_points,total_time_sec,selected_features,matched_target_dim,valid_path_count,feature_perturb_time_sec,graph_time_sec,recovery_time_sec,run_dataset,experiment_setting
BrainMethod,RFE,2,0.75,"RFE(RandomForestClassifier), k=16",21,16,23.80952380952381,0.9265789307978087,0.9212895913355582,-0.528933946225052,0.8836429218687021,0.8765125421267886,-0.713037974191344,188.84563391655684,ALD;CALIN;CC;CCL;CYCLO;FANIN;FANOUT;FANOUTCLASS;FDP;LAA;LOC;MAXNESTING;NOAV;NOEU;NOLV;NOP,,,,,,,
BrainMethod,RFE,3,0.75,"RFE(RandomForestClassifier), k=16",21,16,23.80952380952381,0.9194635098545432,0.9321831118947169,1.271960204017375,0.8733913279344723,0.891346581820396,1.7955253885923672,220.09144096076488,ALD;CALIN;CC;CCL;CYCLO;FANIN;FANOUT;FANOUTCLASS;FDP;LAA;LOC;MAXNESTING;NOAV;NOEU;NOLV;NOP,,,,,,,
BrainMethod,RFE,4,0.75,"RFE(RandomForestClassifier), k=16",21,16,23.80952380952381,0.9350796549335684,0.9209117813739689,-1.4167873559599475,0.8974500162252376,0.8782466127757903,-1.9203403449447265,194.12885212153196,ALD;ATFD;CALIN;CC;CCL;CYCLO;FANIN;FANOUT;FDP;LAA;LOC;MAXNESTING;NOAV;NOEU;NOLV;NOP,,,,,,,
BrainMethod,RFC,0,0.75,"RandomForest feature importance top-k, k=16",21,16,23.80952380952381,0.9323090485485801,0.936276053145268,0.3967004596687862,0.8929960982795682,0.8966579824137964,0.3661884134228188,141.56374077498913,CYCLO;MAXNESTING;LAA;NOP;LOC;FDP;NOLV;FANOUT;NOAV;FANOUTCLASS;CCL;CC;ALD;FANIN;NOEU;CALIN,,,,,,,
BrainMethod,RFC,1,0.75,"RandomForest feature importance top-k, k=16",21,16,23.80952380952381,0.9341351300295951,0.9193375732006801,-1.4797556828915037,0.8971055763084639,0.8765998247769473,-2.050575153151657,217.53597490489483,CYCLO;MAXNESTING;LAA;NOP;LOC;FDP;NOLV;FANOUT;NOAV;CCL;CC;ALD;FANIN;NOEU;CALIN;FANOUTCLASS,,,,,,,
BrainMethod,RFC,2,0.75,"RandomForest feature importance top-k, k=16",21,16,23.80952380952381,0.9265789307978087,0.9212895913355582,-0.528933946225052,0.8836429218687021,0.8765125421267886,-0.713037974191344,176.42905317991972,CYCLO;LAA;MAXNESTING;NOP;LOC;NOLV;FDP;NOAV;FANOUT;CCL;CC;FANIN;ALD;FANOUTCLASS;NOEU;CALIN,,,,,,,
BrainMethod,RFC,3,0.75,"RandomForest feature importance top-k, k=16",21,16,23.80952380952381,0.9194635098545432,0.9359612115106102,1.649770165606701,0.8733913279344723,0.896604205449881,2.321287751540868,153.44814550876617,CYCLO;MAXNESTING;LAA;NOP;LOC;FDP;NOLV;FANOUT;NOAV;CCL;CC;FANOUTCLASS;ALD;FANIN;ATFD;NOEU,,,,,,,
BrainMethod,RFC,4,0.75,"RandomForest feature importance top-k, k=16",21,16,23.80952380952381,0.9350796549335684,0.9273345507209874,-0.7745104212581011,0.8974500162252376,0.885942086949785,-1.1507929275452522,181.68088011443615,CYCLO;LAA;MAXNESTING;NOP;LOC;FDP;NOLV;FANOUT;NOAV;CCL;CC;FANOUTCLASS;ALD;FANIN;CALIN;ATFD,,,,,,,
SoftwareQuality,VT,0,0.75,"top variance features, retention=0.75, k=181",241,181,24.896265560165975,0.9652855543113102,0.9798432250839866,1.4557670772676334,0.9484822712985416,0.9693197434722859,2.083747217374432,99.10178206115961,KILL_BACKGROUND_PROCESSES;Ljavax/crypto/Cipher;->doFinal;READ_PHONE_STATE;Ljava/lang/reflect/Method;->invoke;WRITE_EXTERNAL_STORAGE;Landroid/telephony/TelephonyManager;->getDeviceId;ACCESS_NETWORK_STATE;SYSTEM_ALERT_WINDOW;GET_TASKS;Ljava/lang/Runtime;->exec;ACCESS_WIFI_STATE;DISABLE_KEYGUARD;CHANGE_WIFI_STATE;READ_EXTERNAL_STORAGE;INTERNET;Landroid/telephony/TelephonyManager;->getNetworkOperator;CAMERA;Landroid/telephony/TelephonyManager;->getNetworkOperatorName;Landroid/hardware/Camera;->open;VIBRATE;Ljava/net/URL;->openConnection;Landroid/telephony/TelephonyManager;->getLine1Number;RECEIVE_BOOT_COMPLETED;RECEIVE_SMS;READ_CONTACTS;GET_ACCOUNTS;Lorg/apache/http/impl/client/DefaultHttpClient;->execute;WRITE_SETTINGS;SEND_SMS;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/location/LocationManager;->getLastK0wnLocation;WAKE_LOCK;Ljava/lang/System;->load;Landroid/hardware/Camera;->takePicture;Ljava/lang/System;->loadLibrary;READ_SMS;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;BATTERY_STATS;Landroid/telephony/SmsManager;->sendTextMessage;Landroid/content/pm/PackageManager;->getInstalledApplications;Landroid/telephony/SmsManager;->sendMultipartTextMessage;Ldalvik/system/DexClassLoader;->loadClass;Landroid/telephony/TelephonyManager;->getSimOperatorName;CALL_PHONE;CHANGE_NETWORK_STATE;Landroid/content/pm/PackageManager;->getInstalledPackages;MODIFY_AUDIO_SETTINGS;BLUETOOTH;RECORD_AUDIO;BLUETOOTH_ADMIN;WRITE_CONTACTS;USE_CREDENTIALS;RESTART_PACKAGES;AUTHENTICATE_ACCOUNTS;MANAGE_ACCOUNTS;READ_PROFILE;WRITE_SYNC_SETTINGS;READ_SYNC_SETTINGS;FLASHLIGHT;MOUNT_UNMOUNT_FILESYSTEMS;PROCESS_OUTGOING_CALLS;GET_PACKAGE_SIZE;BROADCAST_STICKY;NFC;SET_WALLPAPER;READ_CALL_LOG;WRITE_SMS;READ_CALENDAR;BIND_DEVICE_ADMIN;WRITE_CALENDAR;CHANGE_WIFI_MULTICAST_STATE;EXPAND_STATUS_BAR;CLEAR_APP_CACHE;SET_WALLPAPER_HINTS;REORDER_TASKS;ACCESS_MOCK_LOCATION;READ_USER_DICTIONARY;CHANGE_CONFIGURATION;READ_SYNC_STATS;WRITE_PROFILE;WRITE_CALL_LOG;WRITE_USER_DICTIONARY;ACCESS_LOCATION_EXTRA_COMMANDS;PERSISTENT_ACTIVITY;SUBSCRIBED_FEEDS_READ;SUBSCRIBED_FEEDS_WRITE;SET_TIME_ZONE;USE_SIP;READ_SOCIAL_STREAM;WRITE_SOCIAL_STREAM;RECEIVE_MMS;MOUNT_FORMAT_FILESYSTEMS;RECEIVE_WAP_PUSH;ADD_VOICEMAIL;Landroid/telephony/TelephonyManager;->getCellLocation;Landroid/media/AudioRecord;->startRecording;Landroid/telephony/TelephonyManager;->getSimSerialNumber;READ_LOGS;MODIFY_PHONE_STATE;USE_FINGERPRINT;WRITE_SECURE_SETTINGS;DELETE_PACKAGES;ACCESS_COARSE_UPDATES;CLEAR_APP_USER_DATA;BIND_ACCESSIBILITY_SERVICE;INSTALL_PACKAGES;WRITE_APN_SETTINGS;MASTER_CLEAR;TRANSMIT_IR;BODY_SENSORS;BRICK;HARDWARE_TEST;ACCOUNT_MANAGER;CHANGE_COMPONENT_ENABLED_STATE;STATUS_BAR;BIND_APPWIDGET;REBOOT;DEVICE_POWER;MEDIA_CONTENT_CONTROL;SET_ANIMATION_SCALE;CALL_PRIVILEGED;SET_ACTIVITY_WATCHER;DUMP;INSTALL_LOCATION_PROVIDER;SET_ORIENTATION;BIND_0TIFICATION_LISTENER_SERVICE;FACTORY_TEST;SET_ALARM;SET_PREFERRED_APPLICATIONS;DIAG0STIC;DELETE_CACHE_FILES;SET_ALWAYS_FINISH;DOWNLOAD_WITHOUT_0TIFICATION;ACCESS_SURFACE_FLINGER;ACCESS_CHECKIN_PROPERTIES;WRITE_HISTORY_BOOKMARKS;READ_FRAME_BUFFER;READ_HISTORY_BOOKMARKS;READ_INPUT_STATE;BIND_WALLPAPER;BLUETOOTH_PRIVILEGED;INJECT_EVENTS;WRITE_GSERVICES;SET_POINTER_SPEED;INSTALL_SHORTCUT;WRITE_VOICEMAIL;BIND_INPUT_METHOD;GLOBAL_SEARCH;GET_TOP_ACTIVITY_INFO;UPDATE_DEVICE_STATS;BROADCAST_PACKAGE_REMOVED;BIND_REMOTEVIEWS;BIND_PRINT_SERVICE;BIND_NFC_SERVICE;SET_TIME;SIGNAL_PERSISTENT_PROCESSES;UNINSTALL_SHORTCUT;BIND_TEXT_SERVICE;BIND_TV_INPUT;CONTROL_LOCATION_UPDATES;READ_VOICEMAIL;SET_PROCESS_LIMIT;BIND_DREAM_SERVICE;BIND_CARRIER_MESSAGING_SERVICE;BIND_VOICE_INTERACTION;FORCE_BACK;CAPTURE_VIDEO_OUTPUT;SEND_RESPOND_VIA_MESSAGE;CAPTURE_SECURE_VIDEO_OUTPUT;BIND_VPN_SERVICE;LOCATION_HARDWARE;INTERNAL_SYSTEM_WINDOW;MANAGE_DOCUMENTS;MANAGE_APP_TOKENS;SET_DEBUG_APP;BROADCAST_SMS;BROADCAST_WAP_PUSH;CAPTURE_AUDIO_OUTPUT,,,,,,,
SoftwareQuality,VT,1,0.75,"top variance features, retention=0.75, k=181",241,181,24.896265560165975,0.9641657334826428,0.9686450167973124,0.4479283314669624,0.9463083213083213,0.9520834610903293,0.5775139782007943,80.64264764636755,KILL_BACKGROUND_PROCESSES;Ljavax/crypto/Cipher;->doFinal;READ_PHONE_STATE;Ljava/lang/reflect/Method;->invoke;WRITE_EXTERNAL_STORAGE;Landroid/telephony/TelephonyManager;->getDeviceId;ACCESS_NETWORK_STATE;SYSTEM_ALERT_WINDOW;GET_TASKS;Ljava/lang/Runtime;->exec;ACCESS_WIFI_STATE;DISABLE_KEYGUARD;CHANGE_WIFI_STATE;READ_EXTERNAL_STORAGE;INTERNET;Landroid/telephony/TelephonyManager;->getNetworkOperator;CAMERA;Landroid/telephony/TelephonyManager;->getNetworkOperatorName;Landroid/hardware/Camera;->open;VIBRATE;Ljava/net/URL;->openConnection;Landroid/telephony/TelephonyManager;->getLine1Number;RECEIVE_BOOT_COMPLETED;RECEIVE_SMS;READ_CONTACTS;GET_ACCOUNTS;Lorg/apache/http/impl/client/DefaultHttpClient;->execute;WRITE_SETTINGS;SEND_SMS;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/location/LocationManager;->getLastK0wnLocation;WAKE_LOCK;Ljava/lang/System;->load;Landroid/hardware/Camera;->takePicture;Ljava/lang/System;->loadLibrary;READ_SMS;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;BATTERY_STATS;Landroid/telephony/SmsManager;->sendTextMessage;Landroid/content/pm/PackageManager;->getInstalledApplications;Landroid/telephony/SmsManager;->sendMultipartTextMessage;Ldalvik/system/DexClassLoader;->loadClass;Landroid/telephony/TelephonyManager;->getSimOperatorName;CALL_PHONE;CHANGE_NETWORK_STATE;Landroid/content/pm/PackageManager;->getInstalledPackages;MODIFY_AUDIO_SETTINGS;BLUETOOTH;RECORD_AUDIO;BLUETOOTH_ADMIN;WRITE_CONTACTS;USE_CREDENTIALS;RESTART_PACKAGES;AUTHENTICATE_ACCOUNTS;MANAGE_ACCOUNTS;READ_PROFILE;WRITE_SYNC_SETTINGS;READ_SYNC_SETTINGS;FLASHLIGHT;MOUNT_UNMOUNT_FILESYSTEMS;PROCESS_OUTGOING_CALLS;GET_PACKAGE_SIZE;BROADCAST_STICKY;NFC;SET_WALLPAPER;READ_CALL_LOG;WRITE_SMS;READ_CALENDAR;BIND_DEVICE_ADMIN;WRITE_CALENDAR;CHANGE_WIFI_MULTICAST_STATE;EXPAND_STATUS_BAR;CLEAR_APP_CACHE;SET_WALLPAPER_HINTS;REORDER_TASKS;ACCESS_MOCK_LOCATION;READ_USER_DICTIONARY;CHANGE_CONFIGURATION;READ_SYNC_STATS;WRITE_PROFILE;WRITE_CALL_LOG;WRITE_USER_DICTIONARY;ACCESS_LOCATION_EXTRA_COMMANDS;PERSISTENT_ACTIVITY;SUBSCRIBED_FEEDS_READ;SUBSCRIBED_FEEDS_WRITE;SET_TIME_ZONE;USE_SIP;READ_SOCIAL_STREAM;WRITE_SOCIAL_STREAM;RECEIVE_MMS;MOUNT_FORMAT_FILESYSTEMS;RECEIVE_WAP_PUSH;ADD_VOICEMAIL;Landroid/telephony/TelephonyManager;->getCellLocation;Landroid/media/AudioRecord;->startRecording;Landroid/telephony/TelephonyManager;->getSimSerialNumber;READ_LOGS;MODIFY_PHONE_STATE;USE_FINGERPRINT;WRITE_SECURE_SETTINGS;DELETE_PACKAGES;ACCESS_COARSE_UPDATES;CLEAR_APP_USER_DATA;BIND_ACCESSIBILITY_SERVICE;INSTALL_PACKAGES;WRITE_APN_SETTINGS;MASTER_CLEAR;TRANSMIT_IR;BODY_SENSORS;BRICK;HARDWARE_TEST;ACCOUNT_MANAGER;CHANGE_COMPONENT_ENABLED_STATE;STATUS_BAR;BIND_APPWIDGET;REBOOT;DEVICE_POWER;MEDIA_CONTENT_CONTROL;SET_ANIMATION_SCALE;CALL_PRIVILEGED;SET_ACTIVITY_WATCHER;DUMP;INSTALL_LOCATION_PROVIDER;SET_ORIENTATION;BIND_0TIFICATION_LISTENER_SERVICE;FACTORY_TEST;SET_ALARM;SET_PREFERRED_APPLICATIONS;DIAG0STIC;DELETE_CACHE_FILES;SET_ALWAYS_FINISH;DOWNLOAD_WITHOUT_0TIFICATION;ACCESS_SURFACE_FLINGER;ACCESS_CHECKIN_PROPERTIES;WRITE_HISTORY_BOOKMARKS;READ_FRAME_BUFFER;READ_HISTORY_BOOKMARKS;READ_INPUT_STATE;BIND_WALLPAPER;BLUETOOTH_PRIVILEGED;INJECT_EVENTS;WRITE_GSERVICES;SET_POINTER_SPEED;INSTALL_SHORTCUT;WRITE_VOICEMAIL;BIND_INPUT_METHOD;GLOBAL_SEARCH;GET_TOP_ACTIVITY_INFO;UPDATE_DEVICE_STATS;BROADCAST_PACKAGE_REMOVED;BIND_REMOTEVIEWS;BIND_PRINT_SERVICE;BIND_NFC_SERVICE;SET_TIME;SIGNAL_PERSISTENT_PROCESSES;UNINSTALL_SHORTCUT;BIND_TEXT_SERVICE;BIND_TV_INPUT;CONTROL_LOCATION_UPDATES;READ_VOICEMAIL;SET_PROCESS_LIMIT;BIND_DREAM_SERVICE;BIND_CARRIER_MESSAGING_SERVICE;BIND_VOICE_INTERACTION;FORCE_BACK;CAPTURE_VIDEO_OUTPUT;SEND_RESPOND_VIA_MESSAGE;CAPTURE_SECURE_VIDEO_OUTPUT;BIND_VPN_SERVICE;LOCATION_HARDWARE;INTERNAL_SYSTEM_WINDOW;MANAGE_DOCUMENTS;MANAGE_APP_TOKENS;SET_DEBUG_APP;BROADCAST_SMS;BROADCAST_WAP_PUSH;CAPTURE_AUDIO_OUTPUT,,,,,,,
SoftwareQuality,VT,2,0.75,"top variance features, retention=0.75, k=181",241,181,24.896265560165975,0.986562150055991,0.9820828667413214,-0.4479283314669624,0.9778011633880778,0.9706732348111657,-0.7127928576912024,121.91469594836235,KILL_BACKGROUND_PROCESSES;Ljavax/crypto/Cipher;->doFinal;READ_PHONE_STATE;Ljava/lang/reflect/Method;->invoke;WRITE_EXTERNAL_STORAGE;Landroid/telephony/TelephonyManager;->getDeviceId;ACCESS_NETWORK_STATE;SYSTEM_ALERT_WINDOW;GET_TASKS;Ljava/lang/Runtime;->exec;ACCESS_WIFI_STATE;DISABLE_KEYGUARD;CHANGE_WIFI_STATE;READ_EXTERNAL_STORAGE;INTERNET;Landroid/telephony/TelephonyManager;->getNetworkOperator;CAMERA;Landroid/telephony/TelephonyManager;->getNetworkOperatorName;Landroid/hardware/Camera;->open;VIBRATE;Ljava/net/URL;->openConnection;Landroid/telephony/TelephonyManager;->getLine1Number;RECEIVE_BOOT_COMPLETED;RECEIVE_SMS;READ_CONTACTS;GET_ACCOUNTS;Lorg/apache/http/impl/client/DefaultHttpClient;->execute;WRITE_SETTINGS;SEND_SMS;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/location/LocationManager;->getLastK0wnLocation;WAKE_LOCK;Ljava/lang/System;->load;Landroid/hardware/Camera;->takePicture;Ljava/lang/System;->loadLibrary;READ_SMS;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;BATTERY_STATS;Landroid/telephony/SmsManager;->sendTextMessage;Landroid/content/pm/PackageManager;->getInstalledApplications;Landroid/telephony/SmsManager;->sendMultipartTextMessage;Ldalvik/system/DexClassLoader;->loadClass;Landroid/telephony/TelephonyManager;->getSimOperatorName;CALL_PHONE;CHANGE_NETWORK_STATE;Landroid/content/pm/PackageManager;->getInstalledPackages;MODIFY_AUDIO_SETTINGS;BLUETOOTH;RECORD_AUDIO;BLUETOOTH_ADMIN;WRITE_CONTACTS;USE_CREDENTIALS;RESTART_PACKAGES;AUTHENTICATE_ACCOUNTS;MANAGE_ACCOUNTS;READ_PROFILE;WRITE_SYNC_SETTINGS;READ_SYNC_SETTINGS;FLASHLIGHT;MOUNT_UNMOUNT_FILESYSTEMS;PROCESS_OUTGOING_CALLS;GET_PACKAGE_SIZE;BROADCAST_STICKY;NFC;SET_WALLPAPER;READ_CALL_LOG;WRITE_SMS;READ_CALENDAR;BIND_DEVICE_ADMIN;WRITE_CALENDAR;CHANGE_WIFI_MULTICAST_STATE;EXPAND_STATUS_BAR;CLEAR_APP_CACHE;SET_WALLPAPER_HINTS;REORDER_TASKS;ACCESS_MOCK_LOCATION;READ_USER_DICTIONARY;CHANGE_CONFIGURATION;READ_SYNC_STATS;WRITE_PROFILE;WRITE_CALL_LOG;WRITE_USER_DICTIONARY;ACCESS_LOCATION_EXTRA_COMMANDS;PERSISTENT_ACTIVITY;SUBSCRIBED_FEEDS_READ;SUBSCRIBED_FEEDS_WRITE;SET_TIME_ZONE;USE_SIP;READ_SOCIAL_STREAM;WRITE_SOCIAL_STREAM;RECEIVE_MMS;MOUNT_FORMAT_FILESYSTEMS;RECEIVE_WAP_PUSH;ADD_VOICEMAIL;Landroid/telephony/TelephonyManager;->getCellLocation;Landroid/media/AudioRecord;->startRecording;Landroid/telephony/TelephonyManager;->getSimSerialNumber;READ_LOGS;MODIFY_PHONE_STATE;USE_FINGERPRINT;WRITE_SECURE_SETTINGS;DELETE_PACKAGES;ACCESS_COARSE_UPDATES;CLEAR_APP_USER_DATA;BIND_ACCESSIBILITY_SERVICE;INSTALL_PACKAGES;WRITE_APN_SETTINGS;MASTER_CLEAR;TRANSMIT_IR;BODY_SENSORS;BRICK;HARDWARE_TEST;ACCOUNT_MANAGER;CHANGE_COMPONENT_ENABLED_STATE;STATUS_BAR;BIND_APPWIDGET;REBOOT;DEVICE_POWER;MEDIA_CONTENT_CONTROL;SET_ANIMATION_SCALE;CALL_PRIVILEGED;SET_ACTIVITY_WATCHER;DUMP;INSTALL_LOCATION_PROVIDER;SET_ORIENTATION;BIND_0TIFICATION_LISTENER_SERVICE;FACTORY_TEST;SET_ALARM;SET_PREFERRED_APPLICATIONS;DIAG0STIC;DELETE_CACHE_FILES;SET_ALWAYS_FINISH;DOWNLOAD_WITHOUT_0TIFICATION;ACCESS_SURFACE_FLINGER;ACCESS_CHECKIN_PROPERTIES;WRITE_HISTORY_BOOKMARKS;READ_FRAME_BUFFER;READ_HISTORY_BOOKMARKS;READ_INPUT_STATE;BIND_WALLPAPER;BLUETOOTH_PRIVILEGED;INJECT_EVENTS;WRITE_GSERVICES;SET_POINTER_SPEED;INSTALL_SHORTCUT;WRITE_VOICEMAIL;BIND_INPUT_METHOD;GLOBAL_SEARCH;GET_TOP_ACTIVITY_INFO;UPDATE_DEVICE_STATS;BROADCAST_PACKAGE_REMOVED;BIND_REMOTEVIEWS;BIND_PRINT_SERVICE;BIND_NFC_SERVICE;SET_TIME;SIGNAL_PERSISTENT_PROCESSES;UNINSTALL_SHORTCUT;BIND_TEXT_SERVICE;BIND_TV_INPUT;CONTROL_LOCATION_UPDATES;READ_VOICEMAIL;SET_PROCESS_LIMIT;BIND_DREAM_SERVICE;BIND_CARRIER_MESSAGING_SERVICE;BIND_VOICE_INTERACTION;FORCE_BACK;CAPTURE_VIDEO_OUTPUT;SEND_RESPOND_VIA_MESSAGE;CAPTURE_SECURE_VIDEO_OUTPUT;BIND_VPN_SERVICE;LOCATION_HARDWARE;INTERNAL_SYSTEM_WINDOW;MANAGE_DOCUMENTS;MANAGE_APP_TOKENS;SET_DEBUG_APP;BROADCAST_SMS;BROADCAST_WAP_PUSH;CAPTURE_AUDIO_OUTPUT,,,,,,,
SoftwareQuality,VT,3,0.75,"top variance features, retention=0.75, k=181",241,181,24.896265560165975,0.986562150055991,0.9843225083986562,-0.2239641657334812,0.9790385427914183,0.975544966589988,-0.3493576201430315,118.27506330609322,KILL_BACKGROUND_PROCESSES;Ljavax/crypto/Cipher;->doFinal;READ_PHONE_STATE;Ljava/lang/reflect/Method;->invoke;WRITE_EXTERNAL_STORAGE;Landroid/telephony/TelephonyManager;->getDeviceId;ACCESS_NETWORK_STATE;SYSTEM_ALERT_WINDOW;GET_TASKS;Ljava/lang/Runtime;->exec;ACCESS_WIFI_STATE;DISABLE_KEYGUARD;CHANGE_WIFI_STATE;READ_EXTERNAL_STORAGE;INTERNET;Landroid/telephony/TelephonyManager;->getNetworkOperator;CAMERA;Landroid/telephony/TelephonyManager;->getNetworkOperatorName;Landroid/hardware/Camera;->open;VIBRATE;Ljava/net/URL;->openConnection;Landroid/telephony/TelephonyManager;->getLine1Number;RECEIVE_BOOT_COMPLETED;RECEIVE_SMS;READ_CONTACTS;GET_ACCOUNTS;Lorg/apache/http/impl/client/DefaultHttpClient;->execute;WRITE_SETTINGS;SEND_SMS;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/location/LocationManager;->getLastK0wnLocation;WAKE_LOCK;Ljava/lang/System;->load;Landroid/hardware/Camera;->takePicture;Ljava/lang/System;->loadLibrary;READ_SMS;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;BATTERY_STATS;Landroid/telephony/SmsManager;->sendTextMessage;Landroid/content/pm/PackageManager;->getInstalledApplications;Landroid/telephony/SmsManager;->sendMultipartTextMessage;Ldalvik/system/DexClassLoader;->loadClass;Landroid/telephony/TelephonyManager;->getSimOperatorName;CALL_PHONE;CHANGE_NETWORK_STATE;Landroid/content/pm/PackageManager;->getInstalledPackages;MODIFY_AUDIO_SETTINGS;BLUETOOTH;RECORD_AUDIO;BLUETOOTH_ADMIN;WRITE_CONTACTS;USE_CREDENTIALS;RESTART_PACKAGES;AUTHENTICATE_ACCOUNTS;MANAGE_ACCOUNTS;READ_PROFILE;WRITE_SYNC_SETTINGS;READ_SYNC_SETTINGS;FLASHLIGHT;MOUNT_UNMOUNT_FILESYSTEMS;PROCESS_OUTGOING_CALLS;GET_PACKAGE_SIZE;BROADCAST_STICKY;NFC;SET_WALLPAPER;READ_CALL_LOG;WRITE_SMS;READ_CALENDAR;BIND_DEVICE_ADMIN;WRITE_CALENDAR;CHANGE_WIFI_MULTICAST_STATE;EXPAND_STATUS_BAR;CLEAR_APP_CACHE;SET_WALLPAPER_HINTS;REORDER_TASKS;ACCESS_MOCK_LOCATION;READ_USER_DICTIONARY;CHANGE_CONFIGURATION;READ_SYNC_STATS;WRITE_PROFILE;WRITE_CALL_LOG;WRITE_USER_DICTIONARY;ACCESS_LOCATION_EXTRA_COMMANDS;PERSISTENT_ACTIVITY;SUBSCRIBED_FEEDS_READ;SUBSCRIBED_FEEDS_WRITE;SET_TIME_ZONE;USE_SIP;READ_SOCIAL_STREAM;WRITE_SOCIAL_STREAM;RECEIVE_MMS;MOUNT_FORMAT_FILESYSTEMS;RECEIVE_WAP_PUSH;ADD_VOICEMAIL;Landroid/telephony/TelephonyManager;->getCellLocation;Landroid/media/AudioRecord;->startRecording;Landroid/telephony/TelephonyManager;->getSimSerialNumber;READ_LOGS;MODIFY_PHONE_STATE;USE_FINGERPRINT;WRITE_SECURE_SETTINGS;DELETE_PACKAGES;ACCESS_COARSE_UPDATES;CLEAR_APP_USER_DATA;BIND_ACCESSIBILITY_SERVICE;INSTALL_PACKAGES;WRITE_APN_SETTINGS;MASTER_CLEAR;TRANSMIT_IR;BODY_SENSORS;BRICK;HARDWARE_TEST;ACCOUNT_MANAGER;CHANGE_COMPONENT_ENABLED_STATE;STATUS_BAR;BIND_APPWIDGET;REBOOT;DEVICE_POWER;MEDIA_CONTENT_CONTROL;SET_ANIMATION_SCALE;CALL_PRIVILEGED;SET_ACTIVITY_WATCHER;DUMP;INSTALL_LOCATION_PROVIDER;SET_ORIENTATION;BIND_0TIFICATION_LISTENER_SERVICE;FACTORY_TEST;SET_ALARM;SET_PREFERRED_APPLICATIONS;DIAG0STIC;DELETE_CACHE_FILES;SET_ALWAYS_FINISH;DOWNLOAD_WITHOUT_0TIFICATION;ACCESS_SURFACE_FLINGER;ACCESS_CHECKIN_PROPERTIES;WRITE_HISTORY_BOOKMARKS;READ_FRAME_BUFFER;READ_HISTORY_BOOKMARKS;READ_INPUT_STATE;BIND_WALLPAPER;BLUETOOTH_PRIVILEGED;INJECT_EVENTS;WRITE_GSERVICES;SET_POINTER_SPEED;INSTALL_SHORTCUT;WRITE_VOICEMAIL;BIND_INPUT_METHOD;GLOBAL_SEARCH;GET_TOP_ACTIVITY_INFO;UPDATE_DEVICE_STATS;BROADCAST_PACKAGE_REMOVED;BIND_REMOTEVIEWS;BIND_PRINT_SERVICE;BIND_NFC_SERVICE;SET_TIME;SIGNAL_PERSISTENT_PROCESSES;UNINSTALL_SHORTCUT;BIND_TEXT_SERVICE;BIND_TV_INPUT;CONTROL_LOCATION_UPDATES;READ_VOICEMAIL;SET_PROCESS_LIMIT;BIND_DREAM_SERVICE;BIND_CARRIER_MESSAGING_SERVICE;BIND_VOICE_INTERACTION;FORCE_BACK;CAPTURE_VIDEO_OUTPUT;SEND_RESPOND_VIA_MESSAGE;CAPTURE_SECURE_VIDEO_OUTPUT;BIND_VPN_SERVICE;LOCATION_HARDWARE;INTERNAL_SYSTEM_WINDOW;MANAGE_DOCUMENTS;MANAGE_APP_TOKENS;SET_DEBUG_APP;BROADCAST_SMS;BROADCAST_WAP_PUSH;CAPTURE_AUDIO_OUTPUT,,,,,,,
