dataset,seed,variant,selected_dim,reduction_pct,accuracy,fmeasure,accuracy_delta_pct_points,fmeasure_delta_pct_points,valid_path_count,total_time_sec,selected_features
SoftwareQuality.csv,0,Full,19,92.11618257261411,0.9608062709966405,0.9413880465745152,-0.44792833146697353,-0.7094224724026321,39,818.963860206306,ACCESS_NETWORK_STATE;BIND_DEVICE_ADMIN;BIND_REMOTEVIEWS;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;RECEIVE_MMS;WAKE_LOCK
SoftwareQuality.csv,1,Original,241,0.0,0.9641657334826428,0.9463083213083213,0.0,0.0,37,698.8389643207192,
SoftwareQuality.csv,1,Phase 1,6,97.5103734439834,0.9552071668533034,0.9320922875697708,-0.895856662933936,-1.4216033738550515,37,747.374259121716,GET_TASKS;Landroid/location/LocationManager;->getLastK0wnLocation;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;RECEIVE_BOOT_COMPLETED;SET_ALARM
SoftwareQuality.csv,1,Phase 1+2,16,93.3609958506224,0.9563269876819709,0.9341800141743444,-0.7838745800671898,-1.2128307133976945,37,807.7359653636813,ACCESS_NETWORK_STATE;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;WAKE_LOCK
SoftwareQuality.csv,1,Full,18,92.5311203319502,0.9574468085106383,0.9357417703110088,-0.6718924972004436,-1.0566550997312518,37,855.8254610225558,ACCESS_NETWORK_STATE;DISABLE_KEYGUARD;GET_TASKS;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;SET_ALARM;WAKE_LOCK
SoftwareQuality.csv,2,Original,241,0.0,0.986562150055991,0.9778011633880778,0.0,0.0,34,723.891022361815,
SoftwareQuality.csv,2,Phase 1,3,98.7551867219917,0.9395296752519597,0.9075895321027779,-4.703247480403128,-7.021163128529984,34,764.1203233227134,Landroid/location/LocationManager;->getLastK0wnLocation;Ljava/net/URL;->openConnection;RECEIVE_BOOT_COMPLETED
SoftwareQuality.csv,2,Phase 1+2,16,93.3609958506224,0.9664053751399776,0.945993129697126,-2.015677491601342,-3.1808033690951754,34,835.4644235745072,ACCESS_NETWORK_STATE;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;WAKE_LOCK
SoftwareQuality.csv,2,Full,16,93.3609958506224,0.9664053751399776,0.945993129697126,-2.015677491601342,-3.1808033690951754,34,904.8653819933534,ACCESS_NETWORK_STATE;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;WAKE_LOCK
SoftwareQuality.csv,3,Original,241,0.0,0.986562150055991,0.9790385427914183,0.0,0.0,34,741.5736647844315,
SoftwareQuality.csv,3,Phase 1,4,98.34024896265561,0.9507278835386338,0.9267388612938351,-3.5834266517357216,-5.229968149758324,34,776.836613766849,Landroid/location/LocationManager;->getLastK0wnLocation;Ljava/net/URL;->openConnection;RECEIVE_BOOT_COMPLETED;VIBRATE
SoftwareQuality.csv,3,Phase 1+2,16,93.3609958506224,0.9686450167973124,0.9522751565124447,-1.7917133258678608,-2.6763386278973678,34,831.1055779606104,ACCESS_NETWORK_STATE;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;WAKE_LOCK
SoftwareQuality.csv,3,Full,17,92.9460580912863,0.9664053751399776,0.9484530131609328,-2.015677491601342,-3.0585529630485553,34,874.054799683392,ACCESS_NETWORK_STATE;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;VIBRATE;WAKE_LOCK
SoftwareQuality.csv,4,Original,241,0.0,0.9832026875699889,0.9747831767361392,0.0,0.0,34,704.7180581316352,
SoftwareQuality.csv,4,Phase 1,5,97.9253112033195,0.9529675251959686,0.9318617833006322,-3.023516237402024,-4.292139343550705,34,747.5224042534828,BLUETOOTH_ADMIN;Landroid/location/LocationManager;->getLastK0wnLocation;Ljava/net/URL;->openConnection;RECEIVE_BOOT_COMPLETED;USE_FINGERPRINT
SoftwareQuality.csv,4,Phase 1+2,16,93.3609958506224,0.973124300111982,0.9594158549332688,-1.0078387458006821,-1.5367321802870482,34,807.7247414514422,ACCESS_NETWORK_STATE;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;WAKE_LOCK
SoftwareQuality.csv,4,Full,18,92.5311203319502,0.9641657334826428,0.9469210651450308,-1.903695408734607,-2.7862111591108407,34,877.0689232349396,ACCESS_NETWORK_STATE;BLUETOOTH_ADMIN;DISABLE_KEYGUARD;INTERNET;Landroid/location/LocationManager;->getLastK0wnLocation;Landroid/telephony/TelephonyManager;->getNetworkCountryIso;Landroid/telephony/TelephonyManager;->getNetworkOperator;Landroid/telephony/TelephonyManager;->getSimCountryIso;Landroid/telephony/TelephonyManager;->getSimOperator;Ldalvik/system/DexClassLoader;->loadClass;Ljava/lang/Runtime;->exec;Ljava/lang/System;->load;Ljava/lang/System;->loadLibrary;Ljava/net/URL;->openConnection;Ljavax/crypto/Cipher;->doFinal;RECEIVE_BOOT_COMPLETED;USE_FINGERPRINT;WAKE_LOCK
